time,iso3_ref,iso3_cp,Source country,Sector,Sub-sector,Cluster,Activity,Jobs created,Capital investment,Project status,Destination state,Aggregate
2017-08-01,USA,CHN,China,Semiconductors,AI,Deep Tech,New Investment,921,1104660942.0,Announced,Florida,China
2025-05-01,USA,CHN,China,Automotive,Hardware,Industrial,M&A,2438,120980956.0,Opened,Massachusetts,China
2021-01-01,USA,MEX,Mexico,Automotive,Transport,Industrial,M&A,2383,1612192924.0,Announced,Virginia,NAFTA (-US)
2024-10-01,USA,MEX,Mexico,Automotive,Robotics,Automotive Hub,Headquarters,2308,2692085137.0,Announced,Ohio,NAFTA (-US)
2018-11-01,USA,IND,India,Telecom,Software,Deep Tech,Manufacturing Plant,754,627679992.0,Announced,Illinois,BRICS
2020-02-01,USA,IND,India,IT,Batteries,Tech,Logistics Hub,720,2801726029.0,Opened,California,BRICS
2022-10-01,USA,PER,Peru,Manufacturing,Robotics,Automotive Hub,R&D,62,210485417.0,Announced,Washington,Other
2021-02-01,USA,ISR,Israel,Manufacturing,Hardware,Automotive Hub,Expansion,320,198612389.0,Announced,Virginia,Other
2017-05-01,USA,SAU,Saudi Arabia,Manufacturing,Robotics,Industrial,M&A,429,342065321.0,Announced,Georgia,Other
2023-04-01,USA,CHN,China,Manufacturing,Transport,Industrial,M&A,1746,1158252094.0,Announced,Massachusetts,China
2016-03-01,USA,CAN,Canada,Energy,Renewables,Commodities,Manufacturing Plant,1556,30449071.0,Opened,Pennsylvania,NAFTA (-US)
2018-08-01,USA,DEU,Germany,Manufacturing,Robotics,Automotive Hub,Headquarters,461,1139099651.0,Opened,Pennsylvania,EU
2024-03-01,USA,IND,India,Telecom,Hardware,Deep Tech,Logistics Hub,887,2847161101.0,Announced,New York,BRICS
2024-06-01,USA,CHN,China,Semiconductors,AI,Deep Tech,R&D,1116,1017237875.0,Opened,Virginia,China
2017-01-01,USA,CHN,China,Semiconductors,Hardware,Tech,Innovation Center,520,2160033899.0,Opened,Virginia,China
2025-03-01,USA,PER,Peru,Energy,Renewables,Energy,Logistics Hub,98,193947179.0,Announced,Georgia,Other
2023-05-01,USA,IND,India,IT,Batteries,Deep Tech,Innovation Center,1925,583223989.0,Opened,North Carolina,BRICS
2022-01-01,USA,MEX,Mexico,Logistics,Transport,Services,M&A,1605,1478991724.0,Announced,Florida,NAFTA (-US)
2021-08-01,USA,ITA,Italy,IT,Batteries,Digital Economy,Logistics Hub,234,166539615.0,Opened,Washington,EU
2017-02-01,USA,COL,Colombia,IT,Cloud,Digital Economy,Headquarters,289,212470717.0,Announced,Georgia,Other
2024-05-01,USA,CHN,China,Manufacturing,Transport,Automotive Hub,Manufacturing Plant,579,430362461.0,Announced,Florida,China
2024-02-01,USA,CHN,China,Semiconductors,Hardware,Digital Economy,Manufacturing Plant,2162,1167218187.0,Opened,New York,China
2016-11-01,USA,ARE,UAE,Manufacturing,Robotics,Automotive Hub,R&D,29,283477954.0,Opened,Virginia,Other
2024-09-01,USA,FRA,France,Aerospace,Transport,Industrial,R&D,474,1625053176.0,Opened,Ohio,EU
2020-08-01,USA,IND,India,Telecom,Hardware,Deep Tech,Logistics Hub,2301,379862109.0,Announced,Pennsylvania,BRICS
2021-07-01,USA,CHN,China,Manufacturing,Hardware,Industrial,Expansion,905,1470047449.0,Opened,Texas,China
2023-08-01,USA,MEX,Mexico,Automotive,Robotics,Industrial,M&A,386,1799487298.0,Opened,Texas,NAFTA (-US)
2018-05-01,USA,MEX,Mexico,Automotive,Transport,Automotive Hub,Logistics Hub,430,2210226051.0,Announced,Illinois,NAFTA (-US)
2016-09-01,USA,MEX,Mexico,Automotive,Robotics,Industrial,R&D,1561,715477452.0,Opened,Texas,NAFTA (-US)
2021-07-01,USA,CAN,Canada,Agriculture,Banking,Deep Tech,Innovation Center,1324,591763426.0,Opened,Virginia,NAFTA (-US)
2018-01-01,USA,ARG,Argentina,Manufacturing,Hardware,Industrial,Innovation Center,311,233623318.0,Announced,California,Other
2024-02-01,USA,CHN,China,Automotive,Transport,Automotive Hub,R&D,1417,79791041.0,Announced,Massachusetts,China
2022-04-01,USA,FRA,France,Aerospace,Transport,Industrial,Innovation Center,1469,617049141.0,Announced,North Carolina,EU
2019-06-01,USA,ARE,UAE,IT,Cloud,Tech,Logistics Hub,172,347098411.0,Announced,New York,Other
2016-09-01,USA,CHN,China,Manufacturing,Transport,Industrial,New Investment,47,1046918815.0,Announced,Pennsylvania,China
2022-07-01,USA,MEX,Mexico,Automotive,Hardware,Automotive Hub,Innovation Center,978,1314008204.0,Announced,Massachusetts,NAFTA (-US)
2019-04-01,USA,EGY,Egypt,Manufacturing,Robotics,Automotive Hub,Headquarters,581,304655737.0,Announced,Washington,Other
2018-01-01,USA,CHN,China,Manufacturing,Hardware,Automotive Hub,Logistics Hub,1130,2625032841.0,Announced,California,China
2016-05-01,USA,GBR,United Kingdom,Finance,Insurance,Fintech,Manufacturing Plant,768,747368426.0,Opened,California,UK
2016-11-01,USA,CHN,China,Semiconductors,Batteries,Deep Tech,New Investment,2009,2737391908.0,Opened,Washington,China
2020-11-01,USA,CHN,China,Semiconductors,Cybersecurity,Tech,Expansion,2334,303839622.0,Opened,Georgia,China
2024-02-01,USA,CHN,China,Semiconductors,AI,Tech,Headquarters,1791,1553003269.0,Opened,Ohio,China
2023-04-01,USA,MEX,Mexico,Automotive,Transport,Automotive Hub,Logistics Hub,886,2297146230.0,Announced,Ohio,NAFTA (-US)
2022-07-01,USA,ITA,Italy,IT,AI,Deep Tech,Headquarters,397,147960642.0,Announced,North Carolina,EU
2019-02-01,USA,MAR,Morocco,Manufacturing,Batteries,Industrial,Expansion,26,42847864.0,Announced,Texas,Other
2021-12-01,USA,CHN,China,Manufacturing,Hardware,Industrial,M&A,2174,1855914868.0,Announced,Texas,China
2016-05-01,USA,CHN,China,Manufacturing,Batteries,Industrial,R&D,1222,1676506619.0,Opened,Pennsylvania,China
2019-12-01,USA,PER,Peru,IT,Software,Digital Economy,New Investment,484,21755046.0,Announced,Virginia,Other
2023-06-01,USA,CHN,China,Semiconductors,Software,Tech,New Investment,1378,1792846105.0,Announced,California,China
2017-06-01,USA,IND,India,Logistics,Insurance,Tech,New Investment,597,2692158883.0,Opened,Ohio,BRICS
2021-10-01,USA,DEU,Germany,Manufacturing,Robotics,Automotive Hub,R&D,616,123900147.0,Opened,Illinois,EU
2019-01-01,USA,AUS,Australia,IT,Software,Deep Tech,R&D,558,80600939.0,Announced,Texas,Other
2020-12-01,USA,CHN,China,Manufacturing,Robotics,Industrial,New Investment,278,1190525940.0,Announced,Florida,China
2019-12-01,USA,CHN,China,Manufacturing,Robotics,Industrial,Manufacturing Plant,2014,908614577.0,Opened,Massachusetts,China
2022-05-01,USA,MEX,Mexico,Automotive,Robotics,Automotive Hub,Headquarters,491,742184636.0,Opened,Virginia,NAFTA (-US)
2018-04-01,USA,CHN,China,Manufacturing,Batteries,Automotive Hub,R&D,892,2671587165.0,Announced,California,China
2021-09-01,USA,CHN,China,Automotive,Hardware,Automotive Hub,New Investment,1288,698179704.0,Opened,California,China
2022-05-01,USA,SGP,Singapore,IT,Cloud,Digital Economy,Logistics Hub,329,289450418.0,Announced,Massachusetts,Other
2022-09-01,USA,CHN,China,Semiconductors,AI,Deep Tech,Innovation Center,281,2853515858.0,Opened,North Carolina,China
2025-06-01,USA,MEX,Mexico,Automotive,Robotics,Industrial,R&D,773,1474996362.0,Announced,Virginia,NAFTA (-US)
2019-04-01,USA,MEX,Mexico,Automotive,Transport,Automotive Hub,Manufacturing Plant,328,2962830866.0,Opened,North Carolina,NAFTA (-US)
2019-09-01,USA,IND,India,IT,AI,Deep Tech,Expansion,923,85983079.0,Announced,Ohio,BRICS
2023-12-01,USA,MEX,Mexico,Automotive,Robotics,Automotive Hub,Logistics Hub,2074,1869768026.0,Announced,Georgia,NAFTA (-US)
2021-02-01,USA,BEL,Belgium,IT,Hardware,Tech,R&D,83,77575359.0,Announced,Texas,EU
2023-09-01,USA,CHN,China,Semiconductors,Cloud,Deep Tech,M&A,2461,1815625190.0,Announced,North Carolina,China
2020-10-01,USA,MEX,Mexico,Logistics,Batteries,Deep Tech,Headquarters,169,625192032.0,Announced,Florida,NAFTA (-US)
2021-07-01,USA,IND,India,Telecom,AI,Deep Tech,R&D,229,1156361120.0,Opened,Pennsylvania,BRICS
2020-08-01,USA,CHN,China,Semiconductors,Software,Deep Tech,Innovation Center,367,1644755910.0,Opened,New York,China
2019-04-01,USA,CHN,China,Semiconductors,Hardware,Deep Tech,Innovation Center,524,1510826375.0,Announced,Illinois,China
2024-02-01,USA,GBR,United Kingdom,Finance,Insurance,Fintech,New Investment,1669,1890760105.0,Announced,Washington,UK
2019-04-01,USA,CHN,China,Automotive,Robotics,Automotive Hub,Innovation Center,1909,2483629040.0,Announced,California,China
2023-07-01,USA,IND,India,IT,Hardware,Deep Tech,M&A,1306,2567011780.0,Opened,Pennsylvania,BRICS
2022-05-01,USA,MAR,Morocco,Aerospace,Batteries,Automotive Hub,Logistics Hub,534,125483739.0,Announced,New York,Other
2025-01-01,USA,ISR,Israel,IT,Cybersecurity,Tech,M&A,18,340603953.0,Announced,North Carolina,Other
2018-09-01,USA,CAN,Canada,Mining,Renewables,Commodities,New Investment,117,2692296797.0,Opened,New York,NAFTA (-US)
2016-06-01,USA,DEU,Germany,Manufacturing,Transport,Automotive Hub,Headquarters,1712,2087062784.0,Announced,North Carolina,EU
2023-04-01,USA,MEX,Mexico,Manufacturing,Batteries,Industrial,Logistics Hub,753,2430514917.0,Announced,North Carolina,NAFTA (-US)
2017-07-01,USA,CHN,China,Energy,Renewables,Green Growth,Innovation Center,1393,1937788901.0,Announced,Illinois,China
2022-08-01,USA,TUR,Turkey,Manufacturing,Batteries,Industrial,M&A,106,370578650.0,Announced,Illinois,Other
2019-04-01,USA,AUS,Australia,IT,Hardware,Digital Economy,Headquarters,425,289319049.0,Announced,Georgia,Other
2023-08-01,USA,IND,India,Telecom,Software,Deep Tech,Headquarters,1809,1992791094.0,Announced,New York,BRICS
2024-01-01,USA,CHN,China,Manufacturing,Transport,Industrial,Logistics Hub,446,1055982812.0,Opened,New York,China
2020-11-01,USA,IND,India,IT,Hardware,Digital Economy,Innovation Center,2118,1440761301.0,Opened,Texas,BRICS
2020-11-01,USA,SAU,Saudi Arabia,Manufacturing,Robotics,Automotive Hub,Headquarters,246,332046405.0,Announced,Massachusetts,Other
2019-12-01,USA,CHN,China,Semiconductors,Software,Tech,Logistics Hub,1562,2289655014.0,Opened,Ohio,China
2019-05-01,USA,CHN,China,Semiconductors,AI,Digital Economy,Expansion,1676,2712662434.0,Opened,Pennsylvania,China
2017-01-01,USA,MEX,Mexico,Manufacturing,Hardware,Automotive Hub,Logistics Hub,1302,555885526.0,Announced,Washington,NAFTA (-US)
2024-11-01,USA,CHN,China,Semiconductors,Hardware,Deep Tech,New Investment,944,1614339846.0,Announced,New York,China
2019-09-01,USA,CHN,China,Manufacturing,Robotics,Industrial,Logistics Hub,1128,426029297.0,Opened,Ohio,China
2023-05-01,USA,CHN,China,Automotive,Hardware,Automotive Hub,Manufacturing Plant,601,2675767244.0,Announced,Washington,China
2020-05-01,USA,MEX,Mexico,Automotive,Robotics,Industrial,M&A,725,1919510056.0,Opened,New York,NAFTA (-US)
2019-06-01,USA,CHN,China,Semiconductors,Cloud,Tech,M&A,1418,1298979830.0,Announced,Pennsylvania,China
2024-04-01,USA,FRA,France,Manufacturing,Robotics,Automotive Hub,Expansion,251,218395464.0,Announced,Florida,EU
2021-03-01,USA,NOR,Norway,Energy,Oil & Gas,Commodities,Logistics Hub,79,134770881.0,Opened,Georgia,Other
2018-03-01,USA,NOR,Norway,IT,Software,Digital Economy,Headquarters,226,367083890.0,Opened,California,Other
2019-02-01,USA,JPN,Japan,Automotive,Hardware,Industrial,M&A,1210,1799463265.0,Announced,Florida,Other
2020-12-01,USA,CHN,China,Semiconductors,Cloud,Digital Economy,New Investment,803,2221867045.0,Opened,Washington,China
2016-07-01,USA,EGY,Egypt,Manufacturing,Robotics,Industrial,Expansion,131,361892158.0,Opened,Illinois,Other
2016-05-01,USA,CAN,Canada,Energy,Oil & Gas,Energy,Headquarters,704,2516227888.0,Opened,Florida,NAFTA (-US)
2024-11-01,USA,MEX,Mexico,Energy,Oil & Gas,Commodities,Headquarters,1427,470423170.0,Opened,California,NAFTA (-US)
2019-09-01,USA,IND,India,Aerospace,Transport,Industrial,R&D,615,1316359816.0,Announced,California,BRICS
2020-10-01,USA,MEX,Mexico,Manufacturing,Robotics,Industrial,Headquarters,1396,2783468996.0,Announced,Massachusetts,NAFTA (-US)
2018-07-01,USA,AUT,Austria,Manufacturing,Hardware,Industrial,Headquarters,121,397748125.0,Announced,Washington,EU
2017-11-01,USA,CHN,China,Manufacturing,Robotics,Automotive Hub,M&A,1476,2892515738.0,Opened,Virginia,China
2019-06-01,USA,MEX,Mexico,Logistics,Transport,Automotive Hub,R&D,1599,1772639580.0,Opened,North Carolina,NAFTA (-US)
2016-10-01,USA,CAN,Canada,Energy,Green Tech,Energy,New Investment,1548,337899148.0,Announced,California,NAFTA (-US)
2018-08-01,USA,CHL,Chile,IT,Software,Deep Tech,Expansion,297,347726273.0,Opened,North Carolina,Other
2024-11-01,USA,MEX,Mexico,Automotive,Robotics,Industrial,Expansion,1317,1066586604.0,Opened,Florida,NAFTA (-US)
2020-05-01,USA,GBR,United Kingdom,Automotive,Batteries,Industrial,Headquarters,1430,2941072182.0,Opened,Pennsylvania,UK
2018-06-01,USA,CHN,China,Semiconductors,Software,Deep Tech,R&D,1198,1026687202.0,Opened,North Carolina,China
2019-03-01,USA,SAU,Saudi Arabia,Energy,Oil & Gas,Energy,Expansion,496,134566197.0,Opened,New York,Other
2018-07-01,USA,CHN,China,Manufacturing,Robotics,Automotive Hub,Headquarters,828,888389278.0,Opened,California,China
2022-10-01,USA,KOR,South Korea,Manufacturing,Robotics,Industrial,New Investment,554,215225640.0,Opened,Pennsylvania,Other
2024-04-01,USA,MEX,Mexico,Manufacturing,Transport,Automotive Hub,Manufacturing Plant,299,1572643855.0,Announced,California,NAFTA (-US)
2016-02-01,USA,CAN,Canada,Energy,Oil & Gas,Green Growth,Headquarters,1866,445316336.0,Opened,Florida,NAFTA (-US)
2022-06-01,USA,CHE,Switzerland,Manufacturing,Batteries,Industrial,M&A,192,332653535.0,Opened,California,Other
2022-05-01,USA,ZAF,South Africa,Manufacturing,Transport,Automotive Hub,M&A,64,212619314.0,Announced,Illinois,BRICS
2023-09-01,USA,MEX,Mexico,Automotive,Transport,Automotive Hub,R&D,770,1154931671.0,Opened,Pennsylvania,NAFTA (-US)
2016-12-01,USA,KEN,Kenya,IT,Cybersecurity,Tech,Logistics Hub,215,237499877.0,Opened,Georgia,Other
2019-03-01,USA,CHN,China,Manufacturing,Transport,Automotive Hub,Headquarters,1907,1752279591.0,Announced,Pennsylvania,China
2021-06-01,USA,NOR,Norway,Manufacturing,Transport,Automotive Hub,Manufacturing Plant,541,149090818.0,Announced,Massachusetts,Other
2023-12-01,USA,CHN,China,Manufacturing,Batteries,Automotive Hub,Innovation Center,506,2647148632.0,Announced,California,China
2017-01-01,USA,MEX,Mexico,Automotive,Robotics,Automotive Hub,R&D,1461,2674018946.0,Announced,Florida,NAFTA (-US)
2019-10-01,USA,CZE,Czech Republic,Manufacturing,Transport,Industrial,Expansion,502,253249689.0,Announced,Massachusetts,EU
2018-03-01,USA,CHN,China,Semiconductors,Batteries,Tech,M&A,1417,2679158885.0,Opened,North Carolina,China
2025-05-01,USA,CHN,China,Semiconductors,Cloud,Digital Economy,Manufacturing Plant,1173,497385600.0,Opened,Florida,China
2024-09-01,USA,CAN,Canada,Mining,Green Tech,Energy,M&A,1429,598499002.0,Opened,New York,NAFTA (-US)
2017-05-01,USA,PRT,Portugal,Energy,Oil & Gas,Commodities,Expansion,198,87095606.0,Announced,North Carolina,EU
2024-08-01,USA,CHN,China,Manufacturing,Batteries,Industrial,Manufacturing Plant,556,2078437027.0,Opened,Florida,China
2023-11-01,USA,CAN,Canada,Energy,Oil & Gas,Energy,Expansion,1564,2887913808.0,Announced,Illinois,NAFTA (-US)
2024-02-01,USA,CHN,China,Manufacturing,Hardware,Industrial,Headquarters,379,375652327.0,Opened,Texas,China
2020-12-01,USA,IND,India,IT,AI,Tech,Headquarters,1780,926236866.0,Opened,Georgia,BRICS
2021-04-01,USA,MEX,Mexico,Logistics,Cybersecurity,Automotive Hub,Innovation Center,76,932651265.0,Announced,Pennsylvania,NAFTA (-US)
2023-04-01,USA,IND,India,IT,Cloud,Deep Tech,Expansion,2350,635221380.0,Opened,Virginia,BRICS
2025-01-01,USA,IND,India,Telecom,Cybersecurity,Tech,Manufacturing Plant,393,785719684.0,Opened,Pennsylvania,BRICS
2018-11-01,USA,IND,India,IT,Software,Deep Tech,New Investment,611,2437350042.0,Opened,Illinois,BRICS
2025-04-01,USA,CAN,Canada,Energy,Green Tech,Commodities,New Investment,1009,1619435777.0,Opened,Georgia,NAFTA (-US)
2021-10-01,USA,SWE,Sweden,Manufacturing,Transport,Industrial,Logistics Hub,423,86743965.0,Opened,Washington,EU
2022-11-01,USA,POL,Poland,Energy,Oil & Gas,Commodities,Manufacturing Plant,174,73081828.0,Announced,California,EU
2018-06-01,USA,FRA,France,Aerospace,Hardware,Automotive Hub,New Investment,2163,2304322811.0,Announced,North Carolina,EU
2021-11-01,USA,CHN,China,Semiconductors,Cybersecurity,Digital Economy,Expansion,31,2158979914.0,Opened,Massachusetts,China
2022-02-01,USA,CHN,China,Semiconductors,Hardware,Deep Tech,Headquarters,1367,1107350200.0,Announced,California,China
2024-09-01,USA,CHN,China,Automotive,Hardware,Industrial,New Investment,1154,2434838440.0,Announced,North Carolina,China
2023-12-01,USA,IND,India,IT,Batteries,Digital Economy,R&D,539,212855105.0,Opened,California,BRICS
2024-02-01,USA,MEX,Mexico,Manufacturing,Transport,Industrial,Innovation Center,871,2574425508.0,Announced,Texas,NAFTA (-US)
2021-03-01,USA,CHN,China,Manufacturing,Hardware,Automotive Hub,Innovation Center,1413,2328137964.0,Opened,Virginia,China
2018-04-01,USA,IND,India,Telecom,Batteries,Deep Tech,New Investment,341,1974007964.0,Opened,North Carolina,BRICS
2020-12-01,USA,CHN,China,Agriculture,E-commerce,Defense,New Investment,1044,2143251006.0,Announced,Texas,China
2022-07-01,USA,CHN,China,Semiconductors,Cloud,Deep Tech,Manufacturing Plant,38,2866368467.0,Announced,New York,China
2023-10-01,USA,CHN,China,Manufacturing,Robotics,Industrial,Innovation Center,2034,539571032.0,Opened,Washington,China
2019-01-01,USA,CHN,China,Manufacturing,Robotics,Automotive Hub,New Investment,1657,902967641.0,Announced,Florida,China
2023-09-01,USA,CHN,China,Automotive,Transport,Industrial,Logistics Hub,454,1389376488.0,Announced,Washington,China
2017-10-01,USA,NLD,Netherlands,Manufacturing,Batteries,Industrial,Headquarters,323,100087840.0,Announced,Ohio,EU
2021-08-01,USA,NGA,Nigeria,Energy,Oil & Gas,Energy,Innovation Center,513,203722866.0,Opened,North Carolina,Other
2017-08-01,USA,CHN,China,Manufacturing,Hardware,Industrial,R&D,773,915179730.0,Announced,Texas,China
2023-12-01,USA,IND,India,Construction,Hardware,Industrial,M&A,921,360079480.0,Opened,Pennsylvania,BRICS
2024-04-01,USA,MEX,Mexico,Manufacturing,Batteries,Automotive Hub,Expansion,2419,2762125922.0,Opened,California,NAFTA (-US)
2025-06-01,USA,PER,Peru,IT,Software,Tech,Logistics Hub,332,54033309.0,Opened,North Carolina,Other
2021-08-01,USA,DEU,Germany,Automotive,Robotics,Automotive Hub,Manufacturing Plant,2309,2512459041.0,Announced,Florida,EU
2023-07-01,USA,DEU,Germany,Manufacturing,Hardware,Automotive Hub,Expansion,1229,134815736.0,Opened,Texas,EU
2021-04-01,USA,CAN,Canada,Agriculture,Green Tech,Services,Expansion,950,2672970939.0,Opened,Illinois,NAFTA (-US)
2017-05-01,USA,MEX,Mexico,Automotive,Batteries,Automotive Hub,Logistics Hub,1439,887258500.0,Opened,North Carolina,NAFTA (-US)
2016-12-01,USA,IND,India,IT,Batteries,Digital Economy,R&D,1782,569157127.0,Opened,Ohio,BRICS
2017-10-01,USA,CHN,China,Manufacturing,Batteries,Industrial,Headquarters,2264,2349184241.0,Opened,Illinois,China
2017-05-01,USA,PER,Peru,IT,Hardware,Deep Tech,Logistics Hub,212,198831931.0,Announced,Massachusetts,Other
2016-10-01,USA,CHN,China,Semiconductors,Hardware,Deep Tech,Manufacturing Plant,2064,384484145.0,Opened,Illinois,China
2021-05-01,USA,DEU,Germany,Automotive,Robotics,Industrial,Headquarters,332,1275357196.0,Announced,Pennsylvania,EU
2017-10-01,USA,FRA,France,Aerospace,Batteries,Industrial,Innovation Center,551,426422509.0,Announced,Texas,EU
2023-06-01,USA,ESP,Spain,Energy,Green Tech,Energy,M&A,256,389843231.0,Opened,New York,EU
2022-10-01,USA,VEN,Venezuela,Energy,Renewables,Energy,Manufacturing Plant,172,16961480.0,Opened,Virginia,Other
2020-02-01,USA,CHN,China,Semiconductors,Cybersecurity,Deep Tech,R&D,1000,68577046.0,Opened,Massachusetts,China
2017-02-01,USA,CHN,China,Manufacturing,Transport,Automotive Hub,Expansion,1613,1529497402.0,Announced,Florida,China
2021-04-01,USA,AUT,Austria,Manufacturing,Transport,Automotive Hub,Headquarters,527,61196414.0,Opened,Florida,EU
2019-11-01,USA,CHN,China,Semiconductors,Batteries,Deep Tech,New Investment,214,1374833167.0,Opened,Georgia,China
2018-05-01,USA,MEX,Mexico,Manufacturing,Robotics,Industrial,Logistics Hub,169,544809584.0,Announced,California,NAFTA (-US)
2022-04-01,USA,ARG,Argentina,Manufacturing,Batteries,Industrial,New Investment,146,184385347.0,Opened,Florida,Other
2018-12-01,USA,CHN,China,Automotive,Hardware,Industrial,New Investment,453,546135419.0,Opened,Massachusetts,China
2024-03-01,USA,ITA,Italy,Manufacturing,Robotics,Industrial,M&A,311,225865551.0,Opened,Washington,EU
2020-04-01,USA,MEX,Mexico,Manufacturing,Hardware,Automotive Hub,M&A,1024,502638361.0,Announced,Georgia,NAFTA (-US)
2022-04-01,USA,CHN,China,Semiconductors,Hardware,Tech,Headquarters,1565,454592589.0,Opened,Texas,China
2016-07-01,USA,CHN,China,Semiconductors,Hardware,Tech,Innovation Center,1103,2174054128.0,Announced,New York,China
2018-05-01,USA,MAR,Morocco,Manufacturing,Hardware,Industrial,Headquarters,153,286551124.0,Opened,Massachusetts,Other
2016-11-01,USA,COL,Colombia,Energy,Renewables,Energy,M&A,401,58258808.0,Announced,Texas,Other
2018-09-01,USA,MEX,Mexico,Automotive,Robotics,Automotive Hub,Manufacturing Plant,2234,2300966605.0,Announced,Washington,NAFTA (-US)
2016-06-01,USA,FIN,Finland,Manufacturing,Transport,Automotive Hub,Logistics Hub,158,201468916.0,Opened,California,EU
2025-03-01,USA,IND,India,IT,AI,Digital Economy,M&A,1464,2027005836.0,Opened,New York,BRICS
2022-07-01,USA,KOR,South Korea,IT,Batteries,Digital Economy,Manufacturing Plant,466,380782333.0,Announced,Georgia,Other
2018-08-01,USA,CHN,China,Manufacturing,Transport,Automotive Hub,M&A,1774,238282848.0,Opened,Florida,China
2020-03-01,USA,MEX,Mexico,Automotive,Hardware,Industrial,New Investment,1554,2525221256.0,Opened,Virginia,NAFTA (-US)
2022-03-01,USA,CHE,Switzerland,Manufacturing,Batteries,Automotive Hub,Manufacturing Plant,17,183907154.0,Announced,North Carolina,Other
2020-10-01,USA,IND,India,IT,AI,Tech,Manufacturing Plant,326,2596826039.0,Opened,Ohio,BRICS
2023-03-01,USA,CHN,China,Automotive,Batteries,Automotive Hub,R&D,613,2266920801.0,Announced,Florida,China
2018-02-01,USA,CHL,Chile,IT,Cybersecurity,Digital Economy,M&A,596,246907096.0,Announced,Georgia,Other
2024-02-01,USA,MEX,Mexico,Automotive,Hardware,Industrial,New Investment,842,1026032137.0,Announced,Illinois,NAFTA (-US)
2019-10-01,USA,CHN,China,Semiconductors,AI,Tech,Headquarters,344,456608586.0,Announced,Georgia,China
2024-02-01,USA,CHN,China,Semiconductors,Hardware,Deep Tech,Headquarters,859,725445145.0,Announced,Washington,China
2018-05-01,USA,CHN,China,Semiconductors,Cybersecurity,Tech,R&D,445,1978774588.0,Opened,Washington,China
2016-04-01,USA,IND,India,IT,Hardware,Tech,Expansion,222,1319131838.0,Announced,Massachusetts,BRICS
2022-09-01,USA,ITA,Italy,Manufacturing,Hardware,Automotive Hub,R&D,592,277582150.0,Announced,North Carolina,EU
2024-03-01,USA,CAN,Canada,Energy,Oil & Gas,Energy,R&D,1296,2337128761.0,Announced,California,NAFTA (-US)
2017-01-01,USA,MEX,Mexico,Manufacturing,Batteries,Industrial,Expansion,2064,2369786599.0,Opened,New York,NAFTA (-US)
2024-09-01,USA,CHN,China,Semiconductors,Hardware,Tech,Logistics Hub,2046,1531608907.0,Opened,North Carolina,China
2019-03-01,USA,CHN,China,Manufacturing,Hardware,Industrial,R&D,2069,1412213994.0,Announced,Texas,China
2017-03-01,USA,VNM,Vietnam,Manufacturing,Batteries,Automotive Hub,Innovation Center,228,120940847.0,Opened,Washington,Other
2018-05-01,USA,CAN,Canada,Energy,Green Tech,Green Growth,Logistics Hub,1809,792343135.0,Opened,Illinois,NAFTA (-US)
2018-05-01,USA,CAN,Canada,Energy,Green Tech,Green Growth,R&D,1307,884912513.0,Announced,Florida,NAFTA (-US)
2022-03-01,USA,CHN,China,Semiconductors,Cloud,Tech,Manufacturing Plant,1673,2852200180.0,Opened,Georgia,China
2018-08-01,USA,CHN,China,Manufacturing,Transport,Industrial,Expansion,829,1020512485.0,Announced,Georgia,China
2016-02-01,USA,POL,Poland,IT,AI,Digital Economy,R&D,259,111289605.0,Opened,Georgia,EU
2019-11-01,USA,CHN,China,Manufacturing,Robotics,Automotive Hub,Headquarters,103,1455046944.0,Opened,Georgia,China
2022-06-01,USA,IND,India,IT,Hardware,Deep Tech,R&D,769,880579077.0,Opened,California,BRICS
2022-12-01,USA,CHN,China,Manufacturing,Hardware,Automotive Hub,Logistics Hub,2274,2505996526.0,Announced,Ohio,China
2017-10-01,USA,IND,India,IT,Batteries,Deep Tech,New Investment,237,851446989.0,Opened,Ohio,BRICS
2022-03-01,USA,CZE,Czech Republic,IT,Software,Deep Tech,New Investment,506,251730950.0,Opened,Ohio,EU
2018-03-01,USA,CHN,China,Semiconductors,Hardware,Tech,New Investment,767,1842244446.0,Announced,Virginia,China
2021-07-01,USA,ITA,Italy,Manufacturing,Hardware,Industrial,Logistics Hub,315,132964638.0,Announced,North Carolina,EU
2022-09-01,USA,MEX,Mexico,Automotive,Transport,Automotive Hub,Logistics Hub,1760,766936656.0,Opened,Ohio,NAFTA (-US)
2024-12-01,USA,CHN,China,Semiconductors,Software,Deep Tech,Innovation Center,2280,1006811875.0,Opened,Washington,China
2020-08-01,USA,CHN,China,Semiconductors,Batteries,Digital Economy,New Investment,496,531448151.0,Announced,Georgia,China
2023-08-01,USA,MEX,Mexico,Automotive,Batteries,Industrial,R&D,1727,1616221528.0,Announced,Texas,NAFTA (-US)
2023-09-01,USA,DEU,Germany,Manufacturing,Robotics,Industrial,Expansion,2336,149023667.0,Opened,California,EU
2017-09-01,USA,TUR,Turkey,Manufacturing,Robotics,Automotive Hub,R&D,338,9755821.0,Opened,Washington,Other
2019-11-01,USA,CAN,Canada,Construction,Robotics,Industrial,New Investment,1938,2119953864.0,Announced,California,NAFTA (-US)
2022-08-01,USA,CHN,China,Semiconductors,Software,Tech,Innovation Center,2275,163619975.0,Announced,Pennsylvania,China
